uni_type_label,province,subject_combination,score,tuition_fee,certification_name,certification_score,certification_score_equivalence,conduct_grade_10,conduct_grade_11,conduct_grade_12,academic_performance_grade_10,academic_performance_grade_11,academic_performance_grade_12,major_code,admission_code,y_base,score_final,is_base_row
1,TP. Hồ Chí Minh,D07,18,29400000,0,0,0,10,10,10,10,10,10,748,GTS748020105ATHPTQG,18,18,TRUE
1,TP. Hồ Chí Minh,A00,17,29400000,0,0,0,10,10,10,10,10,10,748,GTS748020106ATHPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,A01,17,29400000,0,0,0,10,10,10,10,10,10,748,GTS748020106ATHPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,D01,17,29400000,0,0,0,10,10,10,10,10,10,748,GTS748020106ATHPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,D07,17,29400000,0,0,0,10,10,10,10,10,10,748,GTS748020106ATHPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,A00,19,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510104ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A01,19,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510104ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D01,19,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510104ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D07,19,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510104ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A00,23,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510201ATHPTQG,23,23,TRUE
1,TP. Hồ Chí Minh,A01,23,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510201ATHPTQG,23,23,TRUE
1,TP. Hồ Chí Minh,D01,23,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510201ATHPTQG,23,23,TRUE
1,TP. Hồ Chí Minh,D07,23,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510201ATHPTQG,23,23,TRUE
1,TP. Hồ Chí Minh,A00,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510205ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,A01,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510205ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,D01,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510205ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,D07,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510205ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,A00,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510303ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,A01,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510303ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,D01,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510303ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,D07,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510303ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,A00,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510605ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,A01,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510605ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,D01,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510605ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,D07,24,29400000,0,0,0,10,10,10,10,10,10,751,GTS7510605ATHPTQG,24,24,TRUE
1,TP. Hồ Chí Minh,A00,17,43310000,0,0,0,10,10,10,10,10,10,751,GTS7510605ETHPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,A01,17,43310000,0,0,0,10,10,10,10,10,10,751,GTS7510605ETHPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,D01,17,43310000,0,0,0,10,10,10,10,10,10,751,GTS7510605ETHPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,D07,17,43310000,0,0,0,10,10,10,10,10,10,751,GTS7510605ETHPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,A00,19,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520103ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A01,19,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520103ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D01,19,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520103ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D07,19,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520103ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A00,15,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520122THPTQG,15,15,TRUE
1,TP. Hồ Chí Minh,A01,15,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520122THPTQG,15,15,TRUE
1,TP. Hồ Chí Minh,D01,15,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520122THPTQG,15,15,TRUE
1,TP. Hồ Chí Minh,D07,15,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520122THPTQG,15,15,TRUE
1,TP. Hồ Chí Minh,A00,22,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520130ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A01,22,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520130ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D01,22,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520130ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D07,22,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520130ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A00,20,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520201THPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,A01,20,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520201THPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,D01,20,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520201THPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,D07,20,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520201THPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,A00,20,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520207ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,A01,20,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520207ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,D01,20,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520207ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,D07,20,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520207ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,A00,20,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520216ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,A01,20,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520216ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,D01,20,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520216ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,D07,20,29400000,0,0,0,10,10,10,10,10,10,752,GTS7520216ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,A00,19,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520320THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A01,19,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520320THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D01,19,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520320THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,B00,19,12000000,0,0,0,10,10,10,10,10,10,752,GTS7520320THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A00,19,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580201THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A01,19,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580201THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D01,19,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580201THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D07,19,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580201THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A00,15,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580202THPTQG,15,15,TRUE
1,TP. Hồ Chí Minh,A01,15,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580202THPTQG,15,15,TRUE
1,TP. Hồ Chí Minh,D01,15,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580202THPTQG,15,15,TRUE
1,TP. Hồ Chí Minh,D07,15,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580202THPTQG,15,15,TRUE
1,TP. Hồ Chí Minh,A00,17,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580205THPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,A01,17,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580205THPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,D01,17,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580205THPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,D07,17,12000000,0,0,0,10,10,10,10,10,10,758,GTS7580205THPTQG,17,17,TRUE
1,TP. Hồ Chí Minh,A00,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS758030101ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A01,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS758030101ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D01,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS758030101ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D07,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS758030101ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A00,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS758030103ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A01,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS758030103ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D01,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS758030103ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D07,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS758030103ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A00,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS7580302ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A01,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS7580302ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D01,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS7580302ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D07,19,29400000,0,0,0,10,10,10,10,10,10,758,GTS7580302ATHPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A00,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010101ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A01,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010101ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D01,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010101ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D07,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010101ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A00,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS7840101THPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A01,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS7840101THPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D01,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS7840101THPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D07,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS7840101THPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A00,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010401ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A01,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010401ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D01,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010401ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D07,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010401ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A00,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010402ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A01,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010402ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D01,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010402ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,D07,22,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010402ATHPTQG,22,22,TRUE
1,TP. Hồ Chí Minh,A00,19,12000000,0,0,0,10,10,10,10,10,10,784,GTS7840106THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A01,19,12000000,0,0,0,10,10,10,10,10,10,784,GTS7840106THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D01,19,12000000,0,0,0,10,10,10,10,10,10,784,GTS7840106THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,D07,19,12000000,0,0,0,10,10,10,10,10,10,784,GTS7840106THPTQG,19,19,TRUE
1,TP. Hồ Chí Minh,A00,20,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010604ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,A01,20,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010604ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,D01,20,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010604ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,D07,20,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010604ATHPTQG,20,20,TRUE
1,TP. Hồ Chí Minh,A00,16,12000000,0,0,0,10,10,10,10,10,10,784,GTS784010606THPTQG,16,16,TRUE
1,TP. Hồ Chí Minh,A01,16,12000000,0,0,0,10,10,10,10,10,10,784,GTS784010606THPTQG,16,16,TRUE
1,TP. Hồ Chí Minh,D01,16,12000000,0,0,0,10,10,10,10,10,10,784,GTS784010606THPTQG,16,16,TRUE
1,TP. Hồ Chí Minh,D07,16,12000000,0,0,0,10,10,10,10,10,10,784,GTS784010606THPTQG,16,16,TRUE
1,TP. Hồ Chí Minh,A00,16,12000000,0,0,0,10,10,10,10,10,10,784,GTS784010607THPTQG,16,16,TRUE
1,TP. Hồ Chí Minh,A01,16,12000000,0,0,0,10,10,10,10,10,10,784,GTS784010607THPTQG,16,16,TRUE
1,TP. Hồ Chí Minh,D01,16,12000000,0,0,0,10,10,10,10,10,10,784,GTS784010607THPTQG,16,16,TRUE
1,TP. Hồ Chí Minh,D07,16,12000000,0,0,0,10,10,10,10,10,10,784,GTS784010607THPTQG,16,16,TRUE
1,TP. Hồ Chí Minh,A00,21,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010609ATHPTQG,21,21,TRUE
1,TP. Hồ Chí Minh,A01,21,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010609ATHPTQG,21,21,TRUE
1,TP. Hồ Chí Minh,D01,21,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010609ATHPTQG,21,21,TRUE
1,TP. Hồ Chí Minh,D07,21,29400000,0,0,0,10,10,10,10,10,10,784,GTS784010609ATHPTQG,21,21,TRUE
1,Bình Dương,A00,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340101THPTQG,20,20,FALSE
1,Bình Dương,A01,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340101THPTQG,20,20,FALSE
1,Bình Dương,D01,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340101THPTQG,20,20,FALSE
1,Bình Dương,D03,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340101THPTQG,20,20,FALSE
1,Bình Dương,D05,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340101THPTQG,20,20,FALSE
1,Bình Dương,D07,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340101THPTQG,20,20,FALSE
1,Bình Dương,A00,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340202THPTQG,20,20,FALSE
1,Bình Dương,A01,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340202THPTQG,20,20,FALSE
1,Bình Dương,D01,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340202THPTQG,20,20,FALSE
1,Bình Dương,D03,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340202THPTQG,20,20,FALSE
1,Bình Dương,D05,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340202THPTQG,20,20,FALSE
1,Bình Dương,D07,20,43600000,CEFR,B1,0,10,10,10,10,10,10,734,VGU7340202THPTQG,20,20,FALSE
1,Bình Dương,A00,22,40900000,CEFR,B1,0,10,10,10,10,10,10,748,VGU7480101THPTQG,22,22,FALSE
1,Bình Dương,A01,22,40900000,CEFR,B1,0,10,10,10,10,10,10,748,VGU7480101THPTQG,22,22,FALSE
1,Bình Dương,D07,22,40900000,CEFR,B1,0,10,10,10,10,10,10,748,VGU7480101THPTQG,22,22,FALSE
1,Bình Dương,D26,22,40900000,CEFR,B1,0,10,10,10,10,10,10,748,VGU7480101THPTQG,22,22,FALSE
1,Bình Dương,A00,19,40900000,CEFR,B1,0,10,10,10,10,10,10,751,VGU7510104THPTQG,19,19,FALSE
1,Bình Dương,A01,19,40900000,CEFR,B1,0,10,10,10,10,10,10,751,VGU7510104THPTQG,19,19,FALSE
1,Bình Dương,D07,19,40900000,CEFR,B1,0,10,10,10,10,10,10,751,VGU7510104THPTQG,19,19,FALSE
1,Bình Dương,D26,19,40900000,CEFR,B1,0,10,10,10,10,10,10,751,VGU7510104THPTQG,19,19,FALSE
1,Bình Dương,A00,19,40900000,CEFR,B1,0,10,10,10,10,10,10,751,VGU7510206THPTQG,19,19,FALSE
1,Bình Dương,A01,19,40900000,CEFR,B1,0,10,10,10,10,10,10,751,VGU7510206THPTQG,19,19,FALSE
1,Bình Dương,B00,19,40900000,CEFR,B1,0,10,10,10,10,10,10,751,VGU7510206THPTQG,19,19,FALSE
1,Bình Dương,D07,19,40900000,CEFR,B1,0,10,10,10,10,10,10,751,VGU7510206THPTQG,19,19,FALSE
1,Bình Dương,A00,20,40900000,CEFR,B1,0,10,10,10,10,10,10,752,VGU7520103THPTQG,20,20,FALSE
1,Bình Dương,A01,20,40900000,CEFR,B1,0,10,10,10,10,10,10,752,VGU7520103THPTQG,20,20,FALSE
1,Bình Dương,D07,20,40900000,CEFR,B1,0,10,10,10,10,10,10,752,VGU7520103THPTQG,20,20,FALSE
1,Bình Dương,D26,20,40900000,CEFR,B1,0,10,10,10,10,10,10,752,VGU7520103THPTQG,20,20,FALSE
1,Bình Dương,A00,20,40900000,CEFR,B1,0,10,10,10,10,10,10,752,VGU7520208THPTQG,20,20,FALSE
1,Bình Dương,A01,20,40900000,CEFR,B1,0,10,10,10,10,10,10,752,VGU7520208THPTQG,20,20,FALSE
1,Bình Dương,D07,20,40900000,CEFR,B1,0,10,10,10,10,10,10,752,VGU7520208THPTQG,20,20,FALSE
1,Bình Dương,D26,20,40900000,CEFR,B1,0,10,10,10,10,10,10,752,VGU7520208THPTQG,20,20,FALSE
1,Bình Dương,A00,20,40900000,CEFR,B1,0,10,10,10,10,10,10,758,VGU7580101THPTQG,20,20,FALSE
1,Bình Dương,A01,20,40900000,CEFR,B1,0,10,10,10,10,10,10,758,VGU7580101THPTQG,20,20,FALSE
1,Bình Dương,D26,20,40900000,CEFR,B1,0,10,10,10,10,10,10,758,VGU7580101THPTQG,20,20,FALSE
1,Bình Dương,V00,20,40900000,CEFR,B1,0,10,10,10,10,10,10,758,VGU7580101THPTQG,20,20,FALSE
1,Bình Dương,A00,18,40900000,CEFR,B1,0,10,10,10,10,10,10,758,VGU7580201THPTQG,18,18,FALSE
1,Bình Dương,A01,18,40900000,CEFR,B1,0,10,10,10,10,10,10,758,VGU7580201THPTQG,18,18,FALSE
1,Bình Dương,D07,18,40900000,CEFR,B1,0,10,10,10,10,10,10,758,VGU7580201THPTQG,18,18,FALSE
1,Bình Dương,D26,18,40900000,CEFR,B1,0,10,10,10,10,10,10,758,VGU7580201THPTQG,18,18,FALSE
0,TP. Hồ Chí Minh,A00,"22,5",180000000,0,0,0,10,10,10,10,10,10,772,HIU7720101THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,B00,"22,5",180000000,0,0,0,10,10,10,10,10,10,772,HIU7720101THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,D07,"22,5",180000000,0,0,0,10,10,10,10,10,10,772,HIU7720101THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,D08,"22,5",180000000,0,0,0,10,10,10,10,10,10,772,HIU7720101THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,A00,"22,5",220000000,0,0,0,10,10,10,10,10,10,772,HIU7720101THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,B00,"22,5",220000000,0,0,0,10,10,10,10,10,10,772,HIU7720101THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,D07,"22,5",220000000,0,0,0,10,10,10,10,10,10,772,HIU7720101THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,D08,"22,5",220000000,0,0,0,10,10,10,10,10,10,772,HIU7720101THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,A00,"22,5",180000000,0,0,0,10,10,10,10,10,10,772,HIU7720501THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,B00,"22,5",180000000,0,0,0,10,10,10,10,10,10,772,HIU7720501THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,D07,"22,5",180000000,0,0,0,10,10,10,10,10,10,772,HIU7720501THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,D08,"22,5",180000000,0,0,0,10,10,10,10,10,10,772,HIU7720501THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,A00,"22,5",220000000,0,0,0,10,10,10,10,10,10,772,HIU7720501THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,B00,"22,5",220000000,0,0,0,10,10,10,10,10,10,772,HIU7720501THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,D07,"22,5",220000000,0,0,0,10,10,10,10,10,10,772,HIU7720501THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,D08,"22,5",220000000,0,0,0,10,10,10,10,10,10,772,HIU7720501THPTQG,"22,5","22,5",TRUE
0,TP. Hồ Chí Minh,A00,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720201THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,B00,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720201THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,D07,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720201THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,D08,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720201THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,A00,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720201THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,B00,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720201THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,D07,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720201THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,D08,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720201THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,A00,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720115THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,B00,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720115THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,D07,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720115THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,D08,21,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720115THPTQG,21,21,TRUE
0,TP. Hồ Chí Minh,A00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720301THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,B00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720301THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D07,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720301THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D08,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720301THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,A00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720301THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,B00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720301THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D07,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720301THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D08,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720301THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,A00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720601THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,B00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720601THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D07,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720601THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D08,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720601THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,A00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720302THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,B00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720302THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D07,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720302THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D08,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720302THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,A00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720603THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,B00,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720603THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D07,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720603THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,D08,19,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720603THPTQG,19,19,TRUE
0,TP. Hồ Chí Minh,A00,15,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720701THPTQG,15,15,TRUE
0,TP. Hồ Chí Minh,B00,15,55000000,0,0,0,10,10,10,10,10,10,772,HIU7720701THPTQG,15,15,TRUE
